0, 61, 12, 64, 58, 79, 16, 77, 88, 63, 27, 90, 57, 45, 44, 60, 37, 4, 4, 63, 6, 21, 22, 61, 87, 63, 14, 95, 20, 99, 48, 22, 11, 99, 15, 62, 65, 24, 24, 72, 86, 55, 90, 17, 76, 84, 90, 78, 16, 47, 64, 80, 24, 81, 32, 49, 30, 31, 0, 86, 12, 70, 9, 6, 49, 18, 52, 63, 6, 92, 83, 97, 31, 80, 19, 24, 86, 92, 29, 93, 38, 43, 50, 70, 7, 47, 5, 85, 92, 77, 65, 34, 54, 36, 79, 49, 71, 84, 10, 35
0, 0, 89, 50, 84, 29, 97, 55, 13, 78, 33, 17, 7, 81, 4, 8, 43, 23, 55, 83, 30, 98, 82, 60, 14, 97, 81, 66, 90, 38, 12, 93, 99, 29, 15, 6, 88, 10, 34, 30, 76, 88, 45, 72, 62, 64, 28, 67, 24, 69, 82, 86, 12, 1, 0, 1, 40, 73, 92, 89, 14, 80, 23, 87, 46, 34, 45, 57, 57, 88, 45, 17, 55, 59, 65, 80, 19, 81, 12, 23, 54, 33, 6, 67, 58, 83, 13, 2, 5, 81, 70, 38, 95, 25, 88, 71, 97, 46, 9, 4
0, 55, 0, 57, 38, 15, 54, 84, 36, 88, 30, 12, 61, 63, 36, 57, 19, 64, 10, 90, 28, 83, 91, 66, 76, 10, 93, 65, 42, 51, 46, 98, 32, 66, 44, 21, 53, 80, 67, 72, 51, 0, 83, 34, 62, 63, 72, 40, 88, 43, 27, 64, 13, 20, 90, 48, 66, 98, 59, 47, 23, 24, 33, 71, 11, 94, 48, 83, 85, 11, 9, 89, 96, 65, 91, 84, 11, 29, 20, 24, 80, 68, 36, 59, 8, 80, 19, 80, 24, 30, 6, 7, 46, 12, 72, 91, 22, 66, 63, 36
0, 2, 99, 0, 87, 56, 90, 16, 54, 89, 7, 86, 48, 84, 96, 96, 89, 84, 14, 19, 36, 25, 46, 62, 81, 81, 10, 3, 24, 67, 63, 94, 92, 6, 93, 39, 68, 28, 16, 88, 98, 68, 6, 76, 96, 31, 21, 43, 60, 90, 20, 43, 35, 36, 46, 28, 27, 62, 4, 10, 59, 0, 45, 11, 76, 44, 28, 60, 21, 79, 76, 68, 47, 0, 11, 17, 35, 76, 74, 67, 82, 24, 29, 99, 56, 90, 80, 89, 96, 87, 77, 84, 20, 42, 69, 92, 68, 38, 91, 26
0, 26, 56, 42, 0, 14, 14, 50, 18, 99, 74, 46, 66, 32, 72, 68, 69, 92, 91, 84, 13, 99, 66, 66, 94, 16, 87, 57, 93, 98, 22, 40, 29, 99, 75, 76, 37, 95, 85, 17, 9, 61, 82, 14, 92, 32, 33, 64, 15, 69, 86, 99, 36, 92, 6, 95, 18, 11, 87, 29, 97, 62, 14, 14, 14, 82, 12, 71, 54, 65, 79, 25, 72, 70, 51, 80, 44, 22, 65, 66, 61, 62, 19, 0, 67, 13, 65, 19, 12, 6, 93, 90, 74, 56, 63, 21, 90, 74, 40, 75
0, 53, 49, 50, 2, 0, 23, 76, 22, 28, 63, 18, 60, 74, 24, 43, 29, 70, 68, 10, 15, 2, 76, 22, 30, 38, 72, 16, 17, 64, 88, 64, 46, 64, 65, 1, 83, 15, 99, 21, 78, 80, 15, 16, 32, 10, 94, 86, 22, 79, 55, 33, 8, 59, 70, 98, 75, 90, 49, 23, 43, 55, 86, 50, 2, 8, 55, 24, 29, 23, 55, 20, 5, 80, 30, 69, 92, 62, 89, 91, 70, 76, 40, 31, 87, 88, 89, 61, 52, 70, 90, 3, 87, 64, 15, 36, 71, 67, 57, 10
0, 42, 59, 33, 77, 50, 0, 4, 58, 57, 97, 55, 73, 21, 9, 68, 75, 45, 11, 69, 2, 68, 40, 50, 50, 26, 83, 27, 26, 35, 38, 80, 18, 59, 51, 68, 32, 40, 7, 57, 55, 36, 94, 82, 60, 58, 54, 21, 21, 28, 14, 4, 55, 71, 11, 54, 52, 2, 38, 19, 29, 22, 39, 56, 39, 87, 31, 1, 41, 33, 49, 33, 42, 2, 72, 68, 45, 31, 53, 57, 57, 90, 67, 59, 64, 94, 42, 79, 24, 11, 83, 39, 82, 10, 58, 81, 11, 21, 34, 27
0, 76, 42, 11, 49, 91, 39, 0, 99, 40, 53, 40, 34, 45, 90, 6, 70, 15, 17, 47, 63, 18, 8, 89, 8, 41, 15, 23, 18, 50, 6, 71, 73, 39, 13, 87, 16, 16, 98, 60, 58, 13, 15, 22, 9, 85, 51, 61, 92, 53, 13, 64, 56, 31, 92, 3, 39, 10, 21, 66, 2, 34, 65, 97, 5, 29, 82, 42, 9, 45, 7, 62, 37, 66, 37, 72, 74, 97, 42, 31, 18, 36, 73, 25, 0, 56, 98, 46, 27, 68, 68, 83, 41, 68, 61, 65, 90, 42, 34, 38
0, 33, 56, 75, 59, 76, 35, 33, 0, 38, 39, 1, 16, 39, 37, 66, 15, 32, 64, 1, 56, 1, 97, 81, 15, 88, 32, 35, 54, 74, 0, 77, 95, 49, 27, 86, 1, 49, 92, 29, 80, 39, 2, 11, 26, 16, 22, 64, 61, 41, 68, 6, 95, 64, 3, 21, 90, 15, 55, 90, 56, 56, 5, 47, 82, 8, 70, 9, 81, 42, 32, 37, 30, 33, 42, 65, 57, 6, 47, 66, 5, 72, 47, 35, 75, 76, 62, 97, 84, 5, 38, 75, 48, 6, 0, 82, 81, 95, 30, 66
0, 91, 96, 3, 97, 99, 81, 34, 92, 0, 99, 64, 88, 64, 97, 9, 31, 99, 79, 19, 77, 17, 57, 30, 58, 63, 9, 84, 28, 45, 7, 74, 92, 81, 47, 49, 22, 42, 41, 39, 90, 81, 19, 67, 37, 25, 58, 84, 9, 52, 46, 66, 34, 51, 44, 75, 59, 23, 13, 68, 77, 59, 93, 76, 78, 70, 37, 3, 9, 77, 16, 32, 73, 94, 53, 98, 81, 56, 42, 84, 40, 19, 81, 19, 71, 9, 15, 89, 81, 18, 71, 47, 50, 33, 36, 62, 19, 31, 39, 63
